id,date,domainId,serviceId,environment,costAmount
cost-6884,2025-09-09,clearwater-sales,s3,uat,27.52
cost-6885,2025-09-09,clearwater-sales,s3,prod,90.38
cost-6886,2025-09-09,clearwater-sales,lambda,dev,36.23
cost-6887,2025-09-09,clearwater-sales,lambda,uat,81.05
cost-6888,2025-09-09,clearwater-sales,lambda,prod,265.42
cost-6889,2025-09-09,clearwater-sales,eks,dev,13.81
cost-6890,2025-09-09,clearwater-sales,eks,uat,25.35
cost-6891,2025-09-09,clearwater-sales,eks,prod,80.66
cost-6892,2025-09-09,clearwater-sales,cloudwatch,dev,8.57
cost-6893,2025-09-09,clearwater-sales,cloudwatch,uat,20.41
cost-6894,2025-09-09,clearwater-sales,cloudwatch,prod,76.44
cost-6895,2025-09-09,clearwater-collateral,ec2,dev,15.20
cost-6896,2025-09-09,clearwater-collateral,ec2,uat,26.71
cost-6897,2025-09-09,clearwater-collateral,ec2,prod,110.91
cost-6898,2025-09-09,clearwater-collateral,rds,dev,27.75
cost-6899,2025-09-09,clearwater-collateral,rds,uat,56.21
cost-6900,2025-09-09,clearwater-collateral,rds,prod,196.37
cost-6901,2025-09-09,clearwater-collateral,s3,dev,24.27
cost-6902,2025-09-09,clearwater-collateral,s3,uat,48.69
cost-6903,2025-09-09,clearwater-collateral,s3,prod,172.71
cost-6904,2025-09-09,clearwater-collateral,lambda,dev,7.28
cost-6905,2025-09-09,clearwater-collateral,lambda,uat,13.87
cost-6906,2025-09-09,clearwater-collateral,lambda,prod,50.21
cost-6907,2025-09-09,clearwater-collateral,eks,dev,6.62
cost-6908,2025-09-09,clearwater-collateral,eks,uat,12.13
cost-6909,2025-09-09,clearwater-collateral,eks,prod,45.14
cost-6910,2025-09-09,clearwater-collateral,cloudwatch,dev,4.62
cost-6911,2025-09-09,clearwater-collateral,cloudwatch,uat,8.49
cost-6912,2025-09-09,clearwater-collateral,cloudwatch,prod,28.02
cost-6913,2025-09-10,clearwater-trade,ec2,dev,87.86
cost-6914,2025-09-10,clearwater-trade,ec2,uat,188.29
cost-6915,2025-09-10,clearwater-trade,ec2,prod,752.01
cost-6916,2025-09-10,clearwater-trade,rds,dev,69.99
cost-6917,2025-09-10,clearwater-trade,rds,uat,117.53
cost-6918,2025-09-10,clearwater-trade,rds,prod,443.22
cost-6919,2025-09-10,clearwater-trade,s3,dev,13.43
cost-6920,2025-09-10,clearwater-trade,s3,uat,25.18
cost-6921,2025-09-10,clearwater-trade,s3,prod,86.69
cost-6922,2025-09-10,clearwater-trade,lambda,dev,30.01
cost-6923,2025-09-10,clearwater-trade,lambda,uat,55.62
cost-6924,2025-09-10,clearwater-trade,lambda,prod,174.71
cost-6925,2025-09-10,clearwater-trade,eks,dev,50.54
cost-6926,2025-09-10,clearwater-trade,eks,uat,97.63
cost-6927,2025-09-10,clearwater-trade,eks,prod,326.13
cost-6928,2025-09-10,clearwater-trade,cloudwatch,dev,12.61
cost-6929,2025-09-10,clearwater-trade,cloudwatch,uat,24.16
cost-6930,2025-09-10,clearwater-trade,cloudwatch,prod,93.86
cost-6931,2025-09-10,clearwater-settlement,ec2,dev,73.78
cost-6932,2025-09-10,clearwater-settlement,ec2,uat,127.04
cost-6933,2025-09-10,clearwater-settlement,ec2,prod,423.25
cost-6934,2025-09-10,clearwater-settlement,rds,dev,70.57
cost-6935,2025-09-10,clearwater-settlement,rds,uat,134.76
cost-6936,2025-09-10,clearwater-settlement,rds,prod,438.11
cost-6937,2025-09-10,clearwater-settlement,s3,dev,21.70
cost-6938,2025-09-10,clearwater-settlement,s3,uat,40.93
cost-6939,2025-09-10,clearwater-settlement,s3,prod,113.66
cost-6940,2025-09-10,clearwater-settlement,lambda,dev,28.92
cost-6941,2025-09-10,clearwater-settlement,lambda,uat,59.28
cost-6942,2025-09-10,clearwater-settlement,lambda,prod,202.59
cost-6943,2025-09-10,clearwater-settlement,eks,dev,30.77
cost-6944,2025-09-10,clearwater-settlement,eks,uat,78.60
cost-6945,2025-09-10,clearwater-settlement,eks,prod,271.86
cost-6946,2025-09-10,clearwater-settlement,cloudwatch,dev,11.46
cost-6947,2025-09-10,clearwater-settlement,cloudwatch,uat,21.56
cost-6948,2025-09-10,clearwater-settlement,cloudwatch,prod,72.17
cost-6949,2025-09-10,clearwater-sales,ec2,dev,29.86
cost-6950,2025-09-10,clearwater-sales,ec2,uat,57.15
cost-6951,2025-09-10,clearwater-sales,ec2,prod,232.58
cost-6952,2025-09-10,clearwater-sales,rds,dev,20.18
cost-6953,2025-09-10,clearwater-sales,rds,uat,39.74
cost-6954,2025-09-10,clearwater-sales,rds,prod,135.92
cost-6955,2025-09-10,clearwater-sales,s3,dev,16.48
cost-6956,2025-09-10,clearwater-sales,s3,uat,28.21
cost-6957,2025-09-10,clearwater-sales,s3,prod,95.10
cost-6958,2025-09-10,clearwater-sales,lambda,dev,35.50
cost-6959,2025-09-10,clearwater-sales,lambda,uat,77.68
cost-6960,2025-09-10,clearwater-sales,lambda,prod,264.84
cost-6961,2025-09-10,clearwater-sales,eks,dev,12.67
cost-6962,2025-09-10,clearwater-sales,eks,uat,27.24
cost-6963,2025-09-10,clearwater-sales,eks,prod,79.93
cost-6964,2025-09-10,clearwater-sales,cloudwatch,dev,9.62
cost-6965,2025-09-10,clearwater-sales,cloudwatch,uat,22.08
cost-6966,2025-09-10,clearwater-sales,cloudwatch,prod,72.61
cost-6967,2025-09-10,clearwater-collateral,ec2,dev,14.92
cost-6968,2025-09-10,clearwater-collateral,ec2,uat,30.85
cost-6969,2025-09-10,clearwater-collateral,ec2,prod,97.01
cost-6970,2025-09-10,clearwater-collateral,rds,dev,28.86
cost-6971,2025-09-10,clearwater-collateral,rds,uat,73.82
cost-6972,2025-09-10,clearwater-collateral,rds,prod,253.76
cost-6973,2025-09-10,clearwater-collateral,s3,dev,25.70
cost-6974,2025-09-10,clearwater-collateral,s3,uat,47.65
cost-6975,2025-09-10,clearwater-collateral,s3,prod,222.53
cost-6976,2025-09-10,clearwater-collateral,lambda,dev,7.97
cost-6977,2025-09-10,clearwater-collateral,lambda,uat,16.62
cost-6978,2025-09-10,clearwater-collateral,lambda,prod,59.12
cost-6979,2025-09-10,clearwater-collateral,eks,dev,5.76
cost-6980,2025-09-10,clearwater-collateral,eks,uat,14.24
cost-6981,2025-09-10,clearwater-collateral,eks,prod,51.98
cost-6982,2025-09-10,clearwater-collateral,cloudwatch,dev,4.75
cost-6983,2025-09-10,clearwater-collateral,cloudwatch,uat,10.15
cost-6984,2025-09-10,clearwater-collateral,cloudwatch,prod,29.66
cost-6985,2025-09-11,clearwater-trade,ec2,dev,86.10
cost-6986,2025-09-11,clearwater-trade,ec2,uat,212.00
cost-6987,2025-09-11,clearwater-trade,ec2,prod,634.98
cost-6988,2025-09-11,clearwater-trade,rds,dev,67.18
cost-6989,2025-09-11,clearwater-trade,rds,uat,123.07
cost-6990,2025-09-11,clearwater-trade,rds,prod,523.48
cost-6991,2025-09-11,clearwater-trade,s3,dev,15.60
cost-6992,2025-09-11,clearwater-trade,s3,uat,28.85
cost-6993,2025-09-11,clearwater-trade,s3,prod,102.05
cost-6994,2025-09-11,clearwater-trade,lambda,dev,25.35
cost-6995,2025-09-11,clearwater-trade,lambda,uat,47.26
cost-6996,2025-09-11,clearwater-trade,lambda,prod,213.16
cost-6997,2025-09-11,clearwater-trade,eks,dev,60.77
cost-6998,2025-09-11,clearwater-trade,eks,uat,116.66
cost-6999,2025-09-11,clearwater-trade,eks,prod,403.19
cost-7000,2025-09-11,clearwater-trade,cloudwatch,dev,13.20
cost-7001,2025-09-11,clearwater-trade,cloudwatch,uat,31.23
cost-7002,2025-09-11,clearwater-trade,cloudwatch,prod,106.35
cost-7003,2025-09-11,clearwater-settlement,ec2,dev,65.87
cost-7004,2025-09-11,clearwater-settlement,ec2,uat,127.75
cost-7005,2025-09-11,clearwater-settlement,ec2,prod,447.01
cost-7006,2025-09-11,clearwater-settlement,rds,dev,68.95
cost-7007,2025-09-11,clearwater-settlement,rds,uat,142.76
cost-7008,2025-09-11,clearwater-settlement,rds,prod,459.87
cost-7009,2025-09-11,clearwater-settlement,s3,dev,17.06
cost-7010,2025-09-11,clearwater-settlement,s3,uat,34.14
cost-7011,2025-09-11,clearwater-settlement,s3,prod,137.23
cost-7012,2025-09-11,clearwater-settlement,lambda,dev,32.05
cost-7013,2025-09-11,clearwater-settlement,lambda,uat,64.99
cost-7014,2025-09-11,clearwater-settlement,lambda,prod,225.02
cost-7015,2025-09-11,clearwater-settlement,eks,dev,38.95
cost-7016,2025-09-11,clearwater-settlement,eks,uat,69.45
cost-7017,2025-09-11,clearwater-settlement,eks,prod,261.90
cost-7018,2025-09-11,clearwater-settlement,cloudwatch,dev,12.89
cost-7019,2025-09-11,clearwater-settlement,cloudwatch,uat,24.18
cost-7020,2025-09-11,clearwater-settlement,cloudwatch,prod,72.10
cost-7021,2025-09-11,clearwater-sales,ec2,dev,27.67
cost-7022,2025-09-11,clearwater-sales,ec2,uat,70.20
cost-7023,2025-09-11,clearwater-sales,ec2,prod,206.88
cost-7024,2025-09-11,clearwater-sales,rds,dev,17.41
cost-7025,2025-09-11,clearwater-sales,rds,uat,41.77
cost-7026,2025-09-11,clearwater-sales,rds,prod,126.40
cost-7027,2025-09-11,clearwater-sales,s3,dev,17.01
cost-7028,2025-09-11,clearwater-sales,s3,uat,27.22
cost-7029,2025-09-11,clearwater-sales,s3,prod,107.02
cost-7030,2025-09-11,clearwater-sales,lambda,dev,40.61
cost-7031,2025-09-11,clearwater-sales,lambda,uat,75.45
cost-7032,2025-09-11,clearwater-sales,lambda,prod,293.24
cost-7033,2025-09-11,clearwater-sales,eks,dev,14.32
cost-7034,2025-09-11,clearwater-sales,eks,uat,25.14
cost-7035,2025-09-11,clearwater-sales,eks,prod,81.60
cost-7036,2025-09-11,clearwater-sales,cloudwatch,dev,11.51
cost-7037,2025-09-11,clearwater-sales,cloudwatch,uat,21.52
cost-7038,2025-09-11,clearwater-sales,cloudwatch,prod,77.16
cost-7039,2025-09-11,clearwater-collateral,ec2,dev,15.27
cost-7040,2025-09-11,clearwater-collateral,ec2,uat,31.79
cost-7041,2025-09-11,clearwater-collateral,ec2,prod,104.34
cost-7042,2025-09-11,clearwater-collateral,rds,dev,30.78
cost-7043,2025-09-11,clearwater-collateral,rds,uat,72.81
cost-7044,2025-09-11,clearwater-collateral,rds,prod,242.01
cost-7045,2025-09-11,clearwater-collateral,s3,dev,26.89
cost-7046,2025-09-11,clearwater-collateral,s3,uat,51.67
cost-7047,2025-09-11,clearwater-collateral,s3,prod,165.68
cost-7048,2025-09-11,clearwater-collateral,lambda,dev,7.99
cost-7049,2025-09-11,clearwater-collateral,lambda,uat,15.07
cost-7050,2025-09-11,clearwater-collateral,lambda,prod,55.68
cost-7051,2025-09-11,clearwater-collateral,eks,dev,5.88
cost-7052,2025-09-11,clearwater-collateral,eks,uat,11.25
cost-7053,2025-09-11,clearwater-collateral,eks,prod,50.51
cost-7054,2025-09-11,clearwater-collateral,cloudwatch,dev,5.17
cost-7055,2025-09-11,clearwater-collateral,cloudwatch,uat,10.15
cost-7056,2025-09-11,clearwater-collateral,cloudwatch,prod,29.06
cost-7057,2025-09-12,clearwater-trade,ec2,dev,82.57
cost-7058,2025-09-12,clearwater-trade,ec2,uat,174.05
cost-7059,2025-09-12,clearwater-trade,ec2,prod,728.72
cost-7060,2025-09-12,clearwater-trade,rds,dev,75.02
cost-7061,2025-09-12,clearwater-trade,rds,uat,124.54
cost-7062,2025-09-12,clearwater-trade,rds,prod,532.43
cost-7063,2025-09-12,clearwater-trade,s3,dev,13.48
cost-7064,2025-09-12,clearwater-trade,s3,uat,27.66
cost-7065,2025-09-12,clearwater-trade,s3,prod,85.74
cost-7066,2025-09-12,clearwater-trade,lambda,dev,30.76
cost-7067,2025-09-12,clearwater-trade,lambda,uat,52.20
cost-7068,2025-09-12,clearwater-trade,lambda,prod,195.62
cost-7069,2025-09-12,clearwater-trade,eks,dev,54.59
cost-7070,2025-09-12,clearwater-trade,eks,uat,110.07
cost-7071,2025-09-12,clearwater-trade,eks,prod,425.09
cost-7072,2025-09-12,clearwater-trade,cloudwatch,dev,14.63
cost-7073,2025-09-12,clearwater-trade,cloudwatch,uat,23.92
cost-7074,2025-09-12,clearwater-trade,cloudwatch,prod,92.87
cost-7075,2025-09-12,clearwater-settlement,ec2,dev,69.10
cost-7076,2025-09-12,clearwater-settlement,ec2,uat,156.07
cost-7077,2025-09-12,clearwater-settlement,ec2,prod,465.06
cost-7078,2025-09-12,clearwater-settlement,rds,dev,67.85
cost-7079,2025-09-12,clearwater-settlement,rds,uat,161.47
cost-7080,2025-09-12,clearwater-settlement,rds,prod,509.59
cost-7081,2025-09-12,clearwater-settlement,s3,dev,19.12
cost-7082,2025-09-12,clearwater-settlement,s3,uat,36.87
cost-7083,2025-09-12,clearwater-settlement,s3,prod,149.18
cost-7084,2025-09-12,clearwater-settlement,lambda,dev,28.88
cost-7085,2025-09-12,clearwater-settlement,lambda,uat,50.73
cost-7086,2025-09-12,clearwater-settlement,lambda,prod,209.33
cost-7087,2025-09-12,clearwater-settlement,eks,dev,35.90
cost-7088,2025-09-12,clearwater-settlement,eks,uat,68.07
cost-7089,2025-09-12,clearwater-settlement,eks,prod,246.80
cost-7090,2025-09-12,clearwater-settlement,cloudwatch,dev,11.84
cost-7091,2025-09-12,clearwater-settlement,cloudwatch,uat,25.14
cost-7092,2025-09-12,clearwater-settlement,cloudwatch,prod,86.16
cost-7093,2025-09-12,clearwater-sales,ec2,dev,30.58
cost-7094,2025-09-12,clearwater-sales,ec2,uat,56.52
cost-7095,2025-09-12,clearwater-sales,ec2,prod,250.07
cost-7096,2025-09-12,clearwater-sales,rds,dev,17.41
cost-7097,2025-09-12,clearwater-sales,rds,uat,33.78
cost-7098,2025-09-12,clearwater-sales,rds,prod,130.79
cost-7099,2025-09-12,clearwater-sales,s3,dev,16.16
cost-7100,2025-09-12,clearwater-sales,s3,uat,31.44
cost-7101,2025-09-12,clearwater-sales,s3,prod,94.40
cost-7102,2025-09-12,clearwater-sales,lambda,dev,38.58
cost-7103,2025-09-12,clearwater-sales,lambda,uat,84.38
cost-7104,2025-09-12,clearwater-sales,lambda,prod,237.49
cost-7105,2025-09-12,clearwater-sales,eks,dev,10.77
cost-7106,2025-09-12,clearwater-sales,eks,uat,24.70
cost-7107,2025-09-12,clearwater-sales,eks,prod,95.84
cost-7108,2025-09-12,clearwater-sales,cloudwatch,dev,9.47
cost-7109,2025-09-12,clearwater-sales,cloudwatch,uat,17.38
cost-7110,2025-09-12,clearwater-sales,cloudwatch,prod,65.26
cost-7111,2025-09-12,clearwater-collateral,ec2,dev,14.57
cost-7112,2025-09-12,clearwater-collateral,ec2,uat,26.25
cost-7113,2025-09-12,clearwater-collateral,ec2,prod,96.58
cost-7114,2025-09-12,clearwater-collateral,rds,dev,30.17
cost-7115,2025-09-12,clearwater-collateral,rds,uat,66.43
cost-7116,2025-09-12,clearwater-collateral,rds,prod,223.12
cost-7117,2025-09-12,clearwater-collateral,s3,dev,24.88
cost-7118,2025-09-12,clearwater-collateral,s3,uat,60.86
cost-7119,2025-09-12,clearwater-collateral,s3,prod,210.57
cost-7120,2025-09-12,clearwater-collateral,lambda,dev,7.53
cost-7121,2025-09-12,clearwater-collateral,lambda,uat,16.95
cost-7122,2025-09-12,clearwater-collateral,lambda,prod,54.86
cost-7123,2025-09-12,clearwater-collateral,eks,dev,5.80
cost-7124,2025-09-12,clearwater-collateral,eks,uat,11.72
cost-7125,2025-09-12,clearwater-collateral,eks,prod,49.21
cost-7126,2025-09-12,clearwater-collateral,cloudwatch,dev,4.05
cost-7127,2025-09-12,clearwater-collateral,cloudwatch,uat,10.64
cost-7128,2025-09-12,clearwater-collateral,cloudwatch,prod,30.42
cost-7129,2025-09-13,clearwater-trade,ec2,dev,81.52
cost-7130,2025-09-13,clearwater-trade,ec2,uat,204.25
cost-7131,2025-09-13,clearwater-trade,ec2,prod,703.59
cost-7132,2025-09-13,clearwater-trade,rds,dev,63.69
cost-7133,2025-09-13,clearwater-trade,rds,uat,145.06
cost-7134,2025-09-13,clearwater-trade,rds,prod,447.86
cost-7135,2025-09-13,clearwater-trade,s3,dev,14.40
cost-7136,2025-09-13,clearwater-trade,s3,uat,26.16
cost-7137,2025-09-13,clearwater-trade,s3,prod,82.52
cost-7138,2025-09-13,clearwater-trade,lambda,dev,27.80
cost-7139,2025-09-13,clearwater-trade,lambda,uat,62.28
cost-7140,2025-09-13,clearwater-trade,lambda,prod,181.11
cost-7141,2025-09-13,clearwater-trade,eks,dev,53.54
cost-7142,2025-09-13,clearwater-trade,eks,uat,98.46
cost-7143,2025-09-13,clearwater-trade,eks,prod,358.73
cost-7144,2025-09-13,clearwater-trade,cloudwatch,dev,14.73
cost-7145,2025-09-13,clearwater-trade,cloudwatch,uat,28.96
cost-7146,2025-09-13,clearwater-trade,cloudwatch,prod,91.42
cost-7147,2025-09-13,clearwater-settlement,ec2,dev,72.84
cost-7148,2025-09-13,clearwater-settlement,ec2,uat,143.52
cost-7149,2025-09-13,clearwater-settlement,ec2,prod,446.62
cost-7150,2025-09-13,clearwater-settlement,rds,dev,81.73
cost-7151,2025-09-13,clearwater-settlement,rds,uat,158.23
cost-7152,2025-09-13,clearwater-settlement,rds,prod,558.13
cost-7153,2025-09-13,clearwater-settlement,s3,dev,18.00
cost-7154,2025-09-13,clearwater-settlement,s3,uat,41.06
cost-7155,2025-09-13,clearwater-settlement,s3,prod,119.50
cost-7156,2025-09-13,clearwater-settlement,lambda,dev,25.46
cost-7157,2025-09-13,clearwater-settlement,lambda,uat,54.29
cost-7158,2025-09-13,clearwater-settlement,lambda,prod,178.32
cost-7159,2025-09-13,clearwater-settlement,eks,dev,30.52
cost-7160,2025-09-13,clearwater-settlement,eks,uat,80.73
cost-7161,2025-09-13,clearwater-settlement,eks,prod,264.95
cost-7162,2025-09-13,clearwater-settlement,cloudwatch,dev,10.38
cost-7163,2025-09-13,clearwater-settlement,cloudwatch,uat,23.35
cost-7164,2025-09-13,clearwater-settlement,cloudwatch,prod,76.98
cost-7165,2025-09-13,clearwater-sales,ec2,dev,33.28
cost-7166,2025-09-13,clearwater-sales,ec2,uat,61.74
cost-7167,2025-09-13,clearwater-sales,ec2,prod,205.36
cost-7168,2025-09-13,clearwater-sales,rds,dev,16.78
cost-7169,2025-09-13,clearwater-sales,rds,uat,34.73
cost-7170,2025-09-13,clearwater-sales,rds,prod,142.85
cost-7171,2025-09-13,clearwater-sales,s3,dev,16.84
cost-7172,2025-09-13,clearwater-sales,s3,uat,31.30
cost-7173,2025-09-13,clearwater-sales,s3,prod,113.80
cost-7174,2025-09-13,clearwater-sales,lambda,dev,41.51
cost-7175,2025-09-13,clearwater-sales,lambda,uat,84.42
cost-7176,2025-09-13,clearwater-sales,lambda,prod,291.65
cost-7177,2025-09-13,clearwater-sales,eks,dev,13.20
cost-7178,2025-09-13,clearwater-sales,eks,uat,21.56
cost-7179,2025-09-13,clearwater-sales,eks,prod,93.50
cost-7180,2025-09-13,clearwater-sales,cloudwatch,dev,9.34
cost-7181,2025-09-13,clearwater-sales,cloudwatch,uat,20.68
cost-7182,2025-09-13,clearwater-sales,cloudwatch,prod,78.75
cost-7183,2025-09-13,clearwater-collateral,ec2,dev,15.85
cost-7184,2025-09-13,clearwater-collateral,ec2,uat,29.20
cost-7185,2025-09-13,clearwater-collateral,ec2,prod,110.24
cost-7186,2025-09-13,clearwater-collateral,rds,dev,29.58
cost-7187,2025-09-13,clearwater-collateral,rds,uat,56.28
cost-7188,2025-09-13,clearwater-collateral,rds,prod,244.28
cost-7189,2025-09-13,clearwater-collateral,s3,dev,23.96
cost-7190,2025-09-13,clearwater-collateral,s3,uat,51.09
cost-7191,2025-09-13,clearwater-collateral,s3,prod,193.75
cost-7192,2025-09-13,clearwater-collateral,lambda,dev,6.89
cost-7193,2025-09-13,clearwater-collateral,lambda,uat,16.13
cost-7194,2025-09-13,clearwater-collateral,lambda,prod,46.35
cost-7195,2025-09-13,clearwater-collateral,eks,dev,6.78
cost-7196,2025-09-13,clearwater-collateral,eks,uat,12.17
cost-7197,2025-09-13,clearwater-collateral,eks,prod,49.11
cost-7198,2025-09-13,clearwater-collateral,cloudwatch,dev,5.12
cost-7199,2025-09-13,clearwater-collateral,cloudwatch,uat,8.17
cost-7200,2025-09-13,clearwater-collateral,cloudwatch,prod,34.03
cost-7201,2025-09-14,clearwater-trade,ec2,dev,103.07
cost-7202,2025-09-14,clearwater-trade,ec2,uat,214.24
cost-7203,2025-09-14,clearwater-trade,ec2,prod,640.81
cost-7204,2025-09-14,clearwater-trade,rds,dev,64.97
cost-7205,2025-09-14,clearwater-trade,rds,uat,144.40
cost-7206,2025-09-14,clearwater-trade,rds,prod,479.56
cost-7207,2025-09-14,clearwater-trade,s3,dev,12.22
cost-7208,2025-09-14,clearwater-trade,s3,uat,26.53
cost-7209,2025-09-14,clearwater-trade,s3,prod,100.75
cost-7210,2025-09-14,clearwater-trade,lambda,dev,24.94
cost-7211,2025-09-14,clearwater-trade,lambda,uat,49.66
cost-7212,2025-09-14,clearwater-trade,lambda,prod,178.73
cost-7213,2025-09-14,clearwater-trade,eks,dev,55.30
cost-7214,2025-09-14,clearwater-trade,eks,uat,111.08
cost-7215,2025-09-14,clearwater-trade,eks,prod,432.81
cost-7216,2025-09-14,clearwater-trade,cloudwatch,dev,13.95
cost-7217,2025-09-14,clearwater-trade,cloudwatch,uat,28.31
cost-7218,2025-09-14,clearwater-trade,cloudwatch,prod,107.77
cost-7219,2025-09-14,clearwater-settlement,ec2,dev,72.47
cost-7220,2025-09-14,clearwater-settlement,ec2,uat,151.06
cost-7221,2025-09-14,clearwater-settlement,ec2,prod,551.71
cost-7222,2025-09-14,clearwater-settlement,rds,dev,63.45
cost-7223,2025-09-14,clearwater-settlement,rds,uat,151.52
cost-7224,2025-09-14,clearwater-settlement,rds,prod,551.39
cost-7225,2025-09-14,clearwater-settlement,s3,dev,20.60
cost-7226,2025-09-14,clearwater-settlement,s3,uat,36.95
cost-7227,2025-09-14,clearwater-settlement,s3,prod,119.74
cost-7228,2025-09-14,clearwater-settlement,lambda,dev,26.91
cost-7229,2025-09-14,clearwater-settlement,lambda,uat,63.94
cost-7230,2025-09-14,clearwater-settlement,lambda,prod,198.85
cost-7231,2025-09-14,clearwater-settlement,eks,dev,37.46
cost-7232,2025-09-14,clearwater-settlement,eks,uat,66.28
cost-7233,2025-09-14,clearwater-settlement,eks,prod,233.20
cost-7234,2025-09-14,clearwater-settlement,cloudwatch,dev,13.43
cost-7235,2025-09-14,clearwater-settlement,cloudwatch,uat,23.89
cost-7236,2025-09-14,clearwater-settlement,cloudwatch,prod,79.86
cost-7237,2025-09-14,clearwater-sales,ec2,dev,35.65
cost-7238,2025-09-14,clearwater-sales,ec2,uat,62.66
cost-7239,2025-09-14,clearwater-sales,ec2,prod,230.18
cost-7240,2025-09-14,clearwater-sales,rds,dev,21.63
cost-7241,2025-09-14,clearwater-sales,rds,uat,40.88
cost-7242,2025-09-14,clearwater-sales,rds,prod,113.81
cost-7243,2025-09-14,clearwater-sales,s3,dev,16.04
cost-7244,2025-09-14,clearwater-sales,s3,uat,28.74
cost-7245,2025-09-14,clearwater-sales,s3,prod,114.53
cost-7246,2025-09-14,clearwater-sales,lambda,dev,37.66
cost-7247,2025-09-14,clearwater-sales,lambda,uat,75.37
cost-7248,2025-09-14,clearwater-sales,lambda,prod,273.25
cost-7249,2025-09-14,clearwater-sales,eks,dev,12.72
cost-7250,2025-09-14,clearwater-sales,eks,uat,24.18
cost-7251,2025-09-14,clearwater-sales,eks,prod,77.42
cost-7252,2025-09-14,clearwater-sales,cloudwatch,dev,9.08
cost-7253,2025-09-14,clearwater-sales,cloudwatch,uat,22.42
cost-7254,2025-09-14,clearwater-sales,cloudwatch,prod,64.99
cost-7255,2025-09-14,clearwater-collateral,ec2,dev,11.91
cost-7256,2025-09-14,clearwater-collateral,ec2,uat,31.62
cost-7257,2025-09-14,clearwater-collateral,ec2,prod,93.44
cost-7258,2025-09-14,clearwater-collateral,rds,dev,33.90
cost-7259,2025-09-14,clearwater-collateral,rds,uat,65.59
cost-7260,2025-09-14,clearwater-collateral,rds,prod,196.07
cost-7261,2025-09-14,clearwater-collateral,s3,dev,27.50
cost-7262,2025-09-14,clearwater-collateral,s3,uat,49.41
cost-7263,2025-09-14,clearwater-collateral,s3,prod,202.33
cost-7264,2025-09-14,clearwater-collateral,lambda,dev,7.05
cost-7265,2025-09-14,clearwater-collateral,lambda,uat,16.04
cost-7266,2025-09-14,clearwater-collateral,lambda,prod,57.77
cost-7267,2025-09-14,clearwater-collateral,eks,dev,6.16
cost-7268,2025-09-14,clearwater-collateral,eks,uat,11.06
cost-7269,2025-09-14,clearwater-collateral,eks,prod,46.83
cost-7270,2025-09-14,clearwater-collateral,cloudwatch,dev,4.24
cost-7271,2025-09-14,clearwater-collateral,cloudwatch,uat,8.59
cost-7272,2025-09-14,clearwater-collateral,cloudwatch,prod,35.24
cost-7273,2025-09-15,clearwater-trade,ec2,dev,85.26
cost-7274,2025-09-15,clearwater-trade,ec2,uat,166.03
cost-7275,2025-09-15,clearwater-trade,ec2,prod,754.66
cost-7276,2025-09-15,clearwater-trade,rds,dev,61.09
cost-7277,2025-09-15,clearwater-trade,rds,uat,137.34
cost-7278,2025-09-15,clearwater-trade,rds,prod,436.78
cost-7279,2025-09-15,clearwater-trade,s3,dev,11.92
cost-7280,2025-09-15,clearwater-trade,s3,uat,29.52
cost-7281,2025-09-15,clearwater-trade,s3,prod,81.83
cost-7282,2025-09-15,clearwater-trade,lambda,dev,31.19
cost-7283,2025-09-15,clearwater-trade,lambda,uat,53.10
cost-7284,2025-09-15,clearwater-trade,lambda,prod,202.71
cost-7285,2025-09-15,clearwater-trade,eks,dev,58.65
cost-7286,2025-09-15,clearwater-trade,eks,uat,95.24
cost-7287,2025-09-15,clearwater-trade,eks,prod,341.58
cost-7288,2025-09-15,clearwater-trade,cloudwatch,dev,14.19
cost-7289,2025-09-15,clearwater-trade,cloudwatch,uat,26.91
cost-7290,2025-09-15,clearwater-trade,cloudwatch,prod,89.98
cost-7291,2025-09-15,clearwater-settlement,ec2,dev,71.54
cost-7292,2025-09-15,clearwater-settlement,ec2,uat,132.15
cost-7293,2025-09-15,clearwater-settlement,ec2,prod,478.81
cost-7294,2025-09-15,clearwater-settlement,rds,dev,60.99
cost-7295,2025-09-15,clearwater-settlement,rds,uat,133.50
cost-7296,2025-09-15,clearwater-settlement,rds,prod,551.06
cost-7297,2025-09-15,clearwater-settlement,s3,dev,17.12
cost-7298,2025-09-15,clearwater-settlement,s3,uat,36.70
cost-7299,2025-09-15,clearwater-settlement,s3,prod,151.43
cost-7300,2025-09-15,clearwater-settlement,lambda,dev,28.32
cost-7301,2025-09-15,clearwater-settlement,lambda,uat,65.09
cost-7302,2025-09-15,clearwater-settlement,lambda,prod,220.70
cost-7303,2025-09-15,clearwater-settlement,eks,dev,40.31
cost-7304,2025-09-15,clearwater-settlement,eks,uat,61.62
cost-7305,2025-09-15,clearwater-settlement,eks,prod,253.37
cost-7306,2025-09-15,clearwater-settlement,cloudwatch,dev,10.53
cost-7307,2025-09-15,clearwater-settlement,cloudwatch,uat,21.62
cost-7308,2025-09-15,clearwater-settlement,cloudwatch,prod,85.81
cost-7309,2025-09-15,clearwater-sales,ec2,dev,30.17
cost-7310,2025-09-15,clearwater-sales,ec2,uat,66.45
cost-7311,2025-09-15,clearwater-sales,ec2,prod,224.90
cost-7312,2025-09-15,clearwater-sales,rds,dev,18.64
cost-7313,2025-09-15,clearwater-sales,rds,uat,42.26
